,Unnamed: 0,Username,Ulasan,Kategori,hasil,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
10,10,Nur Indah,lokasinya sangat strategis dan aksesnya mudah dijangkau  bisa bermain air didekat air terjun maupum disekitar aliran sungainya yg sedang mengalir  tempatnya sangat luas dan aman dikunjungi  makanan disekitar wisata juga enak dan terjangaku  disekitar air terjun ada persewaan tenda utk yg mau camping ,positif,"['lokasinya', 'sangat', 'strategis', 'dan', 'aksesnya', 'mudah', 'dijangkau', 'bisa', 'bermain', 'air', 'didekat', 'air', 'terjun', 'maupum', 'disekitar', 'aliran', 'sungainya', 'yg', 'sedang', 'mengalir', 'tempatnya', 'sangat', 'luas', 'dan', 'aman', 'dikunjungi', 'makanan', 'disekitar', 'wisata', 'juga', 'enak', 'dan', 'terjangaku', 'disekitar', 'air', 'terjun', 'ada', 'persewaan', 'tenda', 'utk', 'yg', 'mau', 'camping']","['lokasinya', 'sangat', 'strategis', 'dan', 'aksesnya', 'mudah', 'dijangkau', 'bisa', 'bermain', 'air', 'didekat', 'air', 'terjun', 'maupum', 'disekitar', 'aliran', 'sungainya', 'yg', 'sedang', 'mengalir', 'tempatnya', 'sangat', 'luas', 'dan', 'aman', 'dikunjungi', 'makanan', 'disekitar', 'wisata', 'juga', 'enak', 'dan', 'terjangaku', 'disekitar', 'air', 'terjun', 'ada', 'persewaan', 'tenda', 'utk', 'yg', 'mau', 'camping']","['lokasinya', 'strategis', 'aksesnya', 'mudah', 'dijangkau', 'bermain', 'air', 'didekat', 'air', 'terjun', 'maupum', 'disekitar', 'aliran', 'sungainya', 'yg', 'mengalir', 'tempatnya', 'luas', 'aman', 'dikunjungi', 'makanan', 'disekitar', 'wisata', 'enak', 'terjangaku', 'disekitar', 'air', 'terjun', 'persewaan', 'tenda', 'utk', 'yg', 'camping']","['lokasinya', 'strategis', 'aksesnya', 'mudah', 'dijangkau', 'bermain', 'air', 'didekat', 'air', 'terjun', 'maupum', 'disekitar', 'aliran', 'sungainya', 'yg', 'mengalir', 'tempatnya', 'luas', 'aman', 'dikunjungi', 'makanan', 'disekitar', 'wisata', 'enak', 'terjangaku', 'disekitar', 'air', 'terjun', 'persewaan', 'tenda', 'utk', 'yg', 'camping']","['lokasi', 'strategis', 'akses', 'mudah', 'jangkau', 'main', 'air', 'dekat', 'air', 'terjun', 'maupum', 'sekitar', 'alir', 'sungai', 'yg', 'alir', 'tempat', 'luas', 'aman', 'kunjung', 'makan', 'sekitar', 'wisata', 'enak', 'terjangaku', 'sekitar', 'air', 'terjun', 'sewa', 'tenda', 'utk', 'yg', 'camping']"
11,11,iyasayuri Vano,area air terjun tidak terlalu besar  tapi cukup tinggi untuk air terjunnya  area sungai cukup luas bisa dinikmati di sepanjang jalan  ada area taman kelinci dan lainnya  tersedia warung kopi dan tempat oleh  bisa untuk area camp dan sangat luas  weekend sangat ramai pengunjung ,negatif,"['area', 'air', 'terjun', 'tidak', 'terlalu', 'besar', 'tapi', 'cukup', 'tinggi', 'untuk', 'air', 'terjunnya', 'area', 'sungai', 'cukup', 'luas', 'bisa', 'dinikmati', 'di', 'sepanjang', 'jalan', 'ada', 'area', 'taman', 'kelinci', 'dan', 'lainnya', 'tersedia', 'warung', 'kopi', 'dan', 'tempat', 'oleh', 'bisa', 'untuk', 'area', 'camp', 'dan', 'sangat', 'luas', 'weekend', 'sangat', 'ramai', 'pengunjung']","['area', 'air', 'terjun', 'tidak', 'terlalu', 'besar', 'tapi', 'cukup', 'tinggi', 'untuk', 'air', 'terjunnya', 'area', 'sungai', 'cukup', 'luas', 'bisa', 'dinikmati', 'di', 'sepanjang', 'jalan', 'ada', 'area', 'taman', 'kelinci', 'dan', 'lainnya', 'tersedia', 'warung', 'kopi', 'dan', 'tempat', 'oleh', 'bisa', 'untuk', 'area', 'camp', 'dan', 'sangat', 'luas', 'weekend', 'sangat', 'ramai', 'pengunjung']","['area', 'air', 'terjun', 'air', 'terjunnya', 'area', 'sungai', 'luas', 'dinikmati', 'jalan', 'area', 'taman', 'kelinci', 'tersedia', 'warung', 'kopi', 'area', 'camp', 'luas', 'weekend', 'ramai', 'pengunjung']","['area', 'air', 'terjun', 'air', 'terjunnya', 'area', 'sungai', 'luas', 'dinikmati', 'jalan', 'area', 'taman', 'kelinci', 'tersedia', 'warung', 'kopi', 'area', 'camp', 'luas', 'weekend', 'ramai', 'pengunjung']","['area', 'air', 'terjun', 'air', 'terjun', 'area', 'sungai', 'luas', 'nikmat', 'jalan', 'area', 'taman', 'kelinci', 'sedia', 'warung', 'kopi', 'area', 'camp', 'luas', 'weekend', 'ramai', 'unjung']"
12,12,Andik Firdaus,air terjun dlundung sekarang sangat bagus  di bawahnya sekarang banyak tempat bermain anak juga ada taman kelinci juga ada tempat camping ground  sayangnya daerah trawas kalau hari minggu sangat padat kendaraan mobil juga motor  kadang  ,positif,"['air', 'terjun', 'dlundung', 'sekarang', 'sangat', 'bagus', 'di', 'bawahnya', 'sekarang', 'banyak', 'tempat', 'bermain', 'anak', 'juga', 'ada', 'taman', 'kelinci', 'juga', 'ada', 'tempat', 'camping', 'ground', 'sayangnya', 'daerah', 'trawas', 'kalau', 'hari', 'minggu', 'sangat', 'padat', 'kendaraan', 'mobil', 'juga', 'motor', 'kadang']","['air', 'terjun', 'dlundung', 'sekarang', 'sangat', 'bagus', 'di', 'bawahnya', 'sekarang', 'banyak', 'tempat', 'bermain', 'anak', 'juga', 'ada', 'taman', 'kelinci', 'juga', 'ada', 'tempat', 'camping', 'ground', 'sayangnya', 'daerah', 'trawas', 'kalau', 'hari', 'minggu', 'sangat', 'padat', 'kendaraan', 'mobil', 'juga', 'motor', 'kadang']","['air', 'terjun', 'dlundung', 'bagus', 'bawahnya', 'bermain', 'anak', 'taman', 'kelinci', 'camping', 'ground', 'sayangnya', 'daerah', 'trawas', 'minggu', 'padat', 'kendaraan', 'mobil', 'motor', 'kadang']","['air', 'terjun', 'dlundung', 'bagus', 'bawahnya', 'bermain', 'anak', 'taman', 'kelinci', 'camping', 'ground', 'sayangnya', 'daerah', 'trawas', 'minggu', 'padat', 'kendaraan', 'mobil', 'motor', 'kadang']","['air', 'terjun', 'dlundung', 'bagus', 'bawah', 'main', 'anak', 'taman', 'kelinci', 'camping', 'ground', 'sayang', 'daerah', 'trawas', 'minggu', 'padat', 'kendara', 'mobil', 'motor', 'kadang']"
13,13,Danu Project,air terjun dengan pemandangan alam  yang asri dan masih terjaga kelestariannya   memberikan nyaman menikmati alam yang indah   udaranya bersih dan sejuk   terpesona akan ciptaan tuhan yang maha kuasa fasiltas yang lengkap ada  ,positif,"['air', 'terjun', 'dengan', 'pemandangan', 'alam', 'yang', 'asri', 'dan', 'masih', 'terjaga', 'kelestariannya', 'memberikan', 'nyaman', 'menikmati', 'alam', 'yang', 'indah', 'udaranya', 'bersih', 'dan', 'sejuk', 'terpesona', 'akan', 'ciptaan', 'tuhan', 'yang', 'maha', 'kuasa', 'fasiltas', 'yang', 'lengkap', 'ada']","['air', 'terjun', 'dengan', 'pemandangan', 'alam', 'yang', 'asri', 'dan', 'masih', 'terjaga', 'kelestariannya', 'memberikan', 'nyaman', 'menikmati', 'alam', 'yang', 'indah', 'udaranya', 'bersih', 'dan', 'sejuk', 'terpesona', 'akan', 'ciptaan', 'tuhan', 'yang', 'maha', 'kuasa', 'fasiltas', 'yang', 'lengkap', 'ada']","['air', 'terjun', 'pemandangan', 'alam', 'asri', 'terjaga', 'kelestariannya', 'nyaman', 'menikmati', 'alam', 'indah', 'udaranya', 'bersih', 'sejuk', 'terpesona', 'ciptaan', 'tuhan', 'maha', 'kuasa', 'fasiltas', 'lengkap']","['air', 'terjun', 'pemandangan', 'alam', 'asri', 'terjaga', 'kelestariannya', 'nyaman', 'menikmati', 'alam', 'indah', 'udaranya', 'bersih', 'sejuk', 'terpesona', 'ciptaan', 'tuhan', 'maha', 'kuasa', 'fasiltas', 'lengkap']","['air', 'terjun', 'pandang', 'alam', 'asri', 'jaga', 'lestari', 'nyaman', 'nikmat', 'alam', 'indah', 'udara', 'bersih', 'sejuk', 'pesona', 'cipta', 'tuhan', 'maha', 'kuasa', 'fasiltas', 'lengkap']"
14,14,deny novydyanto,tempat rekreasi keluarga yang asik  sejak smp sering camping di sini dari yang masih alami sekali  sepi pengunjung   belum ada pembangunan  dan jalannya masih kurang bagus  sampai sekarang  ,positif,"['tempat', 'rekreasi', 'keluarga', 'yang', 'asik', 'sejak', 'smp', 'sering', 'camping', 'di', 'sini', 'dari', 'yang', 'masih', 'alami', 'sekali', 'sepi', 'pengunjung', 'belum', 'ada', 'pembangunan', 'dan', 'jalannya', 'masih', 'kurang', 'bagus', 'sampai', 'sekarang']","['tempat', 'rekreasi', 'keluarga', 'yang', 'asik', 'sejak', 'smp', 'sering', 'camping', 'di', 'sini', 'dari', 'yang', 'masih', 'alami', 'sekali', 'sepi', 'pengunjung', 'belum', 'ada', 'pembangunan', 'dan', 'jalannya', 'masih', 'kurang', 'bagus', 'sampai', 'sekarang']","['rekreasi', 'keluarga', 'asik', 'smp', 'camping', 'alami', 'sepi', 'pengunjung', 'pembangunan', 'jalannya', 'bagus']","['rekreasi', 'keluarga', 'asik', 'smp', 'camping', 'alami', 'sepi', 'pengunjung', 'pembangunan', 'jalannya', 'bagus']","['rekreasi', 'keluarga', 'asik', 'smp', 'camping', 'alami', 'sepi', 'unjung', 'bangun', 'jalan', 'bagus']"
15,15,Lisaria Anjelina,air terjun dlundung berlokasi di dusun ketapang  desa kemloko  kec terawas kab  mojokerto  berjarak kurang lebih  kilometer dari pusat kota mojokerto  menuju air terjun ini sudah terkelola dengan baik  pengunjung di suguhkan pemandangan  ,positif,"['air', 'terjun', 'dlundung', 'berlokasi', 'di', 'dusun', 'ketapang', 'desa', 'kemloko', 'kec', 'terawas', 'kab', 'mojokerto', 'berjarak', 'kurang', 'lebih', 'kilometer', 'dari', 'pusat', 'kota', 'mojokerto', 'menuju', 'air', 'terjun', 'ini', 'sudah', 'terkelola', 'dengan', 'baik', 'pengunjung', 'di', 'suguhkan', 'pemandangan']","['air', 'terjun', 'dlundung', 'berlokasi', 'di', 'dusun', 'ketapang', 'desa', 'kemloko', 'kec', 'terawas', 'kab', 'mojokerto', 'berjarak', 'kurang', 'lebih', 'kilometer', 'dari', 'pusat', 'kota', 'mojokerto', 'menuju', 'air', 'terjun', 'ini', 'sudah', 'terkelola', 'dengan', 'baik', 'pengunjung', 'di', 'suguhkan', 'pemandangan']","['air', 'terjun', 'dlundung', 'berlokasi', 'dusun', 'ketapang', 'desa', 'kemloko', 'kec', 'terawas', 'kab', 'mojokerto', 'berjarak', 'kilometer', 'pusat', 'kota', 'mojokerto', 'air', 'terjun', 'terkelola', 'pengunjung', 'suguhkan', 'pemandangan']","['air', 'terjun', 'dlundung', 'berlokasi', 'dusun', 'ketapang', 'desa', 'kemloko', 'kec', 'terawas', 'kab', 'mojokerto', 'berjarak', 'kilometer', 'pusat', 'kota', 'mojokerto', 'air', 'terjun', 'terkelola', 'pengunjung', 'suguhkan', 'pemandangan']","['air', 'terjun', 'dlundung', 'lokasi', 'dusun', 'ketapang', 'desa', 'kemloko', 'kec', 'awas', 'kab', 'mojokerto', 'jarak', 'kilometer', 'pusat', 'kota', 'mojokerto', 'air', 'terjun', 'kelola', 'unjung', 'suguh', 'pandang']"
16,16,Yustisia Hima,kalau weekend super rame banget  sekarang antara parkir sepeda motor sama tangga menuju air terjun lumayan jauh  padahal dulu parkir motornya deket sama penjual makanan  sejuk bangett udaranyaa   ,negatif,"['kalau', 'weekend', 'super', 'rame', 'banget', 'sekarang', 'antara', 'parkir', 'sepeda', 'motor', 'sama', 'tangga', 'menuju', 'air', 'terjun', 'lumayan', 'jauh', 'padahal', 'dulu', 'parkir', 'motornya', 'deket', 'sama', 'penjual', 'makanan', 'sejuk', 'bangett', 'udaranyaa']","['kalau', 'weekend', 'super', 'rame', 'banget', 'sekarang', 'antara', 'parkir', 'sepeda', 'motor', 'sama', 'tangga', 'menuju', 'air', 'terjun', 'lumayan', 'jauh', 'padahal', 'dulu', 'parkir', 'motornya', 'deket', 'sama', 'penjual', 'makanan', 'sejuk', 'bangett', 'udaranyaa']","['weekend', 'super', 'rame', 'banget', 'parkir', 'sepeda', 'motor', 'tangga', 'air', 'terjun', 'lumayan', 'parkir', 'motornya', 'deket', 'penjual', 'makanan', 'sejuk', 'bangett', 'udaranyaa']","['weekend', 'super', 'rame', 'banget', 'parkir', 'sepeda', 'motor', 'tangga', 'air', 'terjun', 'lumayan', 'parkir', 'motornya', 'deket', 'penjual', 'makanan', 'sejuk', 'bangett', 'udaranyaa']","['weekend', 'super', 'rame', 'banget', 'parkir', 'sepeda', 'motor', 'tangga', 'air', 'terjun', 'lumayan', 'parkir', 'motor', 'deket', 'jual', 'makan', 'sejuk', 'bangett', 'udaranyaa']"
17,17,eva rosyida,salah satu tempat wisata alam favorite di kota mojokerto  suasana masih asri  dingin  cocok untuk tempat healing  hehehe    untuk anak juga banyak pilihan  ada taman kelinci  rumah lobster  dll    jika lapar juga banyak penjual makanan dan  ,positif,"['salah', 'satu', 'tempat', 'wisata', 'alam', 'favorite', 'di', 'kota', 'mojokerto', 'suasana', 'masih', 'asri', 'dingin', 'cocok', 'untuk', 'tempat', 'healing', 'hehehe', 'untuk', 'anak', 'juga', 'banyak', 'pilihan', 'ada', 'taman', 'kelinci', 'rumah', 'lobster', 'dll', 'jika', 'lapar', 'juga', 'banyak', 'penjual', 'makanan', 'dan']","['salah', 'satu', 'tempat', 'wisata', 'alam', 'favorite', 'di', 'kota', 'mojokerto', 'suasana', 'masih', 'asri', 'dingin', 'cocok', 'untuk', 'tempat', 'healing', 'hehehe', 'untuk', 'anak', 'juga', 'banyak', 'pilihan', 'ada', 'taman', 'kelinci', 'rumah', 'lobster', 'dll', 'jika', 'lapar', 'juga', 'banyak', 'penjual', 'makanan', 'dan']","['salah', 'wisata', 'alam', 'favorite', 'kota', 'mojokerto', 'suasana', 'asri', 'dingin', 'cocok', 'healing', 'hehehe', 'anak', 'pilihan', 'taman', 'kelinci', 'rumah', 'lobster', 'dll', 'lapar', 'penjual', 'makanan']","['salah', 'wisata', 'alam', 'favorite', 'kota', 'mojokerto', 'suasana', 'asri', 'dingin', 'cocok', 'healing', 'hehehe', 'anak', 'pilihan', 'taman', 'kelinci', 'rumah', 'lobster', 'dll', 'lapar', 'penjual', 'makanan']","['salah', 'wisata', 'alam', 'favorite', 'kota', 'mojokerto', 'suasana', 'asri', 'dingin', 'cocok', 'healing', 'hehehe', 'anak', 'pilih', 'taman', 'kelinci', 'rumah', 'lobster', 'dll', 'lapar', 'jual', 'makan']"
18,18,Ika Putt,jalan menuju ke tempat wisata sudah beraspal  agak menanjak  parkirnya lumayan luas  air terjunnya airnya banyak  bisa berfoto di depan air terjun  di bawah air terjun ada playground yang cocok untuk anak  kondisi alamnya sangat bagus  sebelum sampai ke air terjun ada tempat untuk berkemah ,positif,"['jalan', 'menuju', 'ke', 'tempat', 'wisata', 'sudah', 'beraspal', 'agak', 'menanjak', 'parkirnya', 'lumayan', 'luas', 'air', 'terjunnya', 'airnya', 'banyak', 'bisa', 'berfoto', 'di', 'depan', 'air', 'terjun', 'di', 'bawah', 'air', 'terjun', 'ada', 'playground', 'yang', 'cocok', 'untuk', 'anak', 'kondisi', 'alamnya', 'sangat', 'bagus', 'sebelum', 'sampai', 'ke', 'air', 'terjun', 'ada', 'tempat', 'untuk', 'berkemah']","['jalan', 'menuju', 'ke', 'tempat', 'wisata', 'sudah', 'beraspal', 'agak', 'menanjak', 'parkirnya', 'lumayan', 'luas', 'air', 'terjunnya', 'airnya', 'banyak', 'bisa', 'berfoto', 'di', 'depan', 'air', 'terjun', 'di', 'bawah', 'air', 'terjun', 'ada', 'playground', 'yang', 'cocok', 'untuk', 'anak', 'kondisi', 'alamnya', 'sangat', 'bagus', 'sebelum', 'sampai', 'ke', 'air', 'terjun', 'ada', 'tempat', 'untuk', 'berkemah']","['jalan', 'wisata', 'beraspal', 'menanjak', 'parkirnya', 'lumayan', 'luas', 'air', 'terjunnya', 'airnya', 'berfoto', 'air', 'terjun', 'air', 'terjun', 'playground', 'cocok', 'anak', 'kondisi', 'alamnya', 'bagus', 'air', 'terjun', 'berkemah']","['jalan', 'wisata', 'beraspal', 'menanjak', 'parkirnya', 'lumayan', 'luas', 'air', 'terjunnya', 'airnya', 'berfoto', 'air', 'terjun', 'air', 'terjun', 'playground', 'cocok', 'anak', 'kondisi', 'alamnya', 'bagus', 'air', 'terjun', 'berkemah']","['jalan', 'wisata', 'aspal', 'tanjak', 'parkir', 'lumayan', 'luas', 'air', 'terjun', 'air', 'foto', 'air', 'terjun', 'air', 'terjun', 'playground', 'cocok', 'anak', 'kondisi', 'alam', 'bagus', 'air', 'terjun', 'kemah']"
19,19,Roni Anggoro,air terjunnya bagus sekali  udara segar sekali  karena angin kencang  air berterbangan  hawa sejuk  haha   ,positif,"['air', 'terjunnya', 'bagus', 'sekali', 'udara', 'segar', 'sekali', 'karena', 'angin', 'kencang', 'air', 'berterbangan', 'hawa', 'sejuk', 'haha']","['air', 'terjunnya', 'bagus', 'sekali', 'udara', 'segar', 'sekali', 'karena', 'angin', 'kencang', 'air', 'berterbangan', 'hawa', 'sejuk', 'haha']","['air', 'terjunnya', 'bagus', 'udara', 'segar', 'angin', 'kencang', 'air', 'berterbangan', 'hawa', 'sejuk', 'haha']","['air', 'terjunnya', 'bagus', 'udara', 'segar', 'angin', 'kencang', 'air', 'berterbangan', 'hawa', 'sejuk', 'haha']","['air', 'terjun', 'bagus', 'udara', 'segar', 'angin', 'kencang', 'air', 'bangan', 'hawa', 'sejuk', 'haha']"
20,20,Youlia Deva,tiket masuk air terjun rb kalau ga salah org  untuk sepeda motor parkir rb  karena ku kesana naik motor  jadi tempatnya banyak spot nya bisa  buat kemah  ada kolam renang anak bayar lagi nanti rb per org  ada taman kelinci bayar lagi  ,negatif,"['tiket', 'masuk', 'air', 'terjun', 'rb', 'kalau', 'ga', 'salah', 'org', 'untuk', 'sepeda', 'motor', 'parkir', 'rb', 'karena', 'ku', 'kesana', 'naik', 'motor', 'jadi', 'tempatnya', 'banyak', 'spot', 'nya', 'bisa', 'buat', 'kemah', 'ada', 'kolam', 'renang', 'anak', 'bayar', 'lagi', 'nanti', 'rb', 'per', 'org', 'ada', 'taman', 'kelinci', 'bayar', 'lagi']","['tiket', 'masuk', 'air', 'terjun', 'rb', 'kalau', 'ga', 'salah', 'org', 'untuk', 'sepeda', 'motor', 'parkir', 'rb', 'karena', 'ku', 'kesana', 'naik', 'motor', 'jadi', 'tempatnya', 'banyak', 'spot', 'nya', 'bisa', 'buat', 'kemah', 'ada', 'kolam', 'renang', 'anak', 'bayar', 'lagi', 'nanti', 'rb', 'per', 'org', 'ada', 'taman', 'kelinci', 'bayar', 'lagi']","['tiket', 'masuk', 'air', 'terjun', 'rb', 'ga', 'salah', 'org', 'sepeda', 'motor', 'parkir', 'rb', 'ku', 'kesana', 'motor', 'tempatnya', 'spot', 'nya', 'kemah', 'kolam', 'renang', 'anak', 'bayar', 'rb', 'org', 'taman', 'kelinci', 'bayar']","['tiket', 'masuk', 'air', 'terjun', 'rb', 'ga', 'salah', 'org', 'sepeda', 'motor', 'parkir', 'rb', 'ku', 'kesana', 'motor', 'tempatnya', 'spot', 'nya', 'kemah', 'kolam', 'renang', 'anak', 'bayar', 'rb', 'org', 'taman', 'kelinci', 'bayar']","['tiket', 'masuk', 'air', 'terjun', 'rb', 'ga', 'salah', 'org', 'sepeda', 'motor', 'parkir', 'rb', 'ku', 'kesana', 'motor', 'tempat', 'spot', 'nya', 'kemah', 'kolam', 'renang', 'anak', 'bayar', 'rb', 'org', 'taman', 'kelinci', 'bayar']"
21,21,Xxsteve Njoo,kebetulan berkunjung rame sekali  parkir luas penuh tapi tukang parkir ngatur nya bagus dan banyak  cocok untuk keluarga  bisa main air sambil bersyukur dgn ciptaan tuhan yg luar biasa  air nya mengalir terus  sayang toilet nya kurang  sejauh ini bagus  recommended buat main air ,positif,"['kebetulan', 'berkunjung', 'rame', 'sekali', 'parkir', 'luas', 'penuh', 'tapi', 'tukang', 'parkir', 'ngatur', 'nya', 'bagus', 'dan', 'banyak', 'cocok', 'untuk', 'keluarga', 'bisa', 'main', 'air', 'sambil', 'bersyukur', 'dgn', 'ciptaan', 'tuhan', 'yg', 'luar', 'biasa', 'air', 'nya', 'mengalir', 'terus', 'sayang', 'toilet', 'nya', 'kurang', 'sejauh', 'ini', 'bagus', 'recommended', 'buat', 'main', 'air']","['kebetulan', 'berkunjung', 'rame', 'sekali', 'parkir', 'luas', 'penuh', 'tapi', 'tukang', 'parkir', 'ngatur', 'nya', 'bagus', 'dan', 'banyak', 'cocok', 'untuk', 'keluarga', 'bisa', 'main', 'air', 'sambil', 'bersyukur', 'dgn', 'ciptaan', 'tuhan', 'yg', 'luar', 'biasa', 'air', 'nya', 'mengalir', 'terus', 'sayang', 'toilet', 'nya', 'kurang', 'sejauh', 'ini', 'bagus', 'recommended', 'buat', 'main', 'air']","['berkunjung', 'rame', 'parkir', 'luas', 'penuh', 'tukang', 'parkir', 'ngatur', 'nya', 'bagus', 'cocok', 'keluarga', 'main', 'air', 'bersyukur', 'dgn', 'ciptaan', 'tuhan', 'yg', 'air', 'nya', 'mengalir', 'sayang', 'toilet', 'nya', 'bagus', 'recommended', 'main', 'air']","['berkunjung', 'rame', 'parkir', 'luas', 'penuh', 'tukang', 'parkir', 'ngatur', 'nya', 'bagus', 'cocok', 'keluarga', 'main', 'air', 'bersyukur', 'dgn', 'ciptaan', 'tuhan', 'yg', 'air', 'nya', 'mengalir', 'sayang', 'toilet', 'nya', 'bagus', 'recommended', 'main', 'air']","['kunjung', 'rame', 'parkir', 'luas', 'penuh', 'tukang', 'parkir', 'ngatur', 'nya', 'bagus', 'cocok', 'keluarga', 'main', 'air', 'syukur', 'dgn', 'cipta', 'tuhan', 'yg', 'air', 'nya', 'alir', 'sayang', 'toilet', 'nya', 'bagus', 'recommended', 'main', 'air']"
22,22,DD ChannelKu,tempatnya lebih bersih skrg   nyaman   cuma untuk toilet ganti itu kyknya kurang banyak   krn lama antri untuk ganti baju   air terjun sngat bagus   dan bersih   tapi pas tanggal merah banyak ibu  berseragam dan rame bgt   klo foto spot nya gak bisa estetik   tapi overall recomended banget untuk rekreasi wisata air  ,positif,"['tempatnya', 'lebih', 'bersih', 'skrg', 'nyaman', 'cuma', 'untuk', 'toilet', 'ganti', 'itu', 'kyknya', 'kurang', 'banyak', 'krn', 'lama', 'antri', 'untuk', 'ganti', 'baju', 'air', 'terjun', 'sngat', 'bagus', 'dan', 'bersih', 'tapi', 'pas', 'tanggal', 'merah', 'banyak', 'ibu', 'berseragam', 'dan', 'rame', 'bgt', 'klo', 'foto', 'spot', 'nya', 'gak', 'bisa', 'estetik', 'tapi', 'overall', 'recomended', 'banget', 'untuk', 'rekreasi', 'wisata', 'air']","['tempatnya', 'lebih', 'bersih', 'skrg', 'nyaman', 'cuma', 'untuk', 'toilet', 'ganti', 'itu', 'kyknya', 'kurang', 'banyak', 'krn', 'lama', 'antri', 'untuk', 'ganti', 'baju', 'air', 'terjun', 'sngat', 'bagus', 'dan', 'bersih', 'tapi', 'pas', 'tanggal', 'merah', 'banyak', 'ibu', 'berseragam', 'dan', 'rame', 'bgt', 'klo', 'foto', 'spot', 'nya', 'gak', 'bisa', 'estetik', 'tapi', 'overall', 'recomended', 'banget', 'untuk', 'rekreasi', 'wisata', 'air']","['tempatnya', 'bersih', 'skrg', 'nyaman', 'toilet', 'ganti', 'kyknya', 'krn', 'antri', 'ganti', 'baju', 'air', 'terjun', 'sngat', 'bagus', 'bersih', 'pas', 'tanggal', 'merah', 'berseragam', 'rame', 'bgt', 'klo', 'foto', 'spot', 'nya', 'gak', 'estetik', 'overall', 'recomended', 'banget', 'rekreasi', 'wisata', 'air']","['tempatnya', 'bersih', 'skrg', 'nyaman', 'toilet', 'ganti', 'kyknya', 'krn', 'antri', 'ganti', 'baju', 'air', 'terjun', 'sngat', 'bagus', 'bersih', 'pas', 'tanggal', 'merah', 'berseragam', 'rame', 'bgt', 'klo', 'foto', 'spot', 'nya', 'gak', 'estetik', 'overall', 'recomended', 'banget', 'rekreasi', 'wisata', 'air']","['tempat', 'bersih', 'skrg', 'nyaman', 'toilet', 'ganti', 'kyknya', 'krn', 'antri', 'ganti', 'baju', 'air', 'terjun', 'sngat', 'bagus', 'bersih', 'pas', 'tanggal', 'merah', 'seragam', 'rame', 'bgt', 'klo', 'foto', 'spot', 'nya', 'gak', 'estetik', 'overall', 'recomended', 'banget', 'rekreasi', 'wisata', 'air']"
23,23,Agus Andrianto,berkemah di kawasan wisata air terjun dlundung trawas mojokerto sangatlah asyik   bagi yg mau ke air terjunnya saja jg bisa   rekomend buat bersama keluarga  individu jg bisa apalagi tarif nya sangat terjangkau sekali  tdk menguras kantong     ,positif,"['berkemah', 'di', 'kawasan', 'wisata', 'air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'sangatlah', 'asyik', 'bagi', 'yg', 'mau', 'ke', 'air', 'terjunnya', 'saja', 'jg', 'bisa', 'rekomend', 'buat', 'bersama', 'keluarga', 'individu', 'jg', 'bisa', 'apalagi', 'tarif', 'nya', 'sangat', 'terjangkau', 'sekali', 'tdk', 'menguras', 'kantong']","['berkemah', 'di', 'kawasan', 'wisata', 'air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'sangatlah', 'asyik', 'bagi', 'yg', 'mau', 'ke', 'air', 'terjunnya', 'saja', 'jg', 'bisa', 'rekomend', 'buat', 'bersama', 'keluarga', 'individu', 'jg', 'bisa', 'apalagi', 'tarif', 'nya', 'sangat', 'terjangkau', 'sekali', 'tdk', 'menguras', 'kantong']","['berkemah', 'kawasan', 'wisata', 'air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'asyik', 'yg', 'air', 'terjunnya', 'jg', 'rekomend', 'keluarga', 'individu', 'jg', 'tarif', 'nya', 'terjangkau', 'tdk', 'menguras', 'kantong']","['berkemah', 'kawasan', 'wisata', 'air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'asyik', 'yg', 'air', 'terjunnya', 'jg', 'rekomend', 'keluarga', 'individu', 'jg', 'tarif', 'nya', 'terjangkau', 'tdk', 'menguras', 'kantong']","['kemah', 'kawasan', 'wisata', 'air', 'terjun', 'dlundung', 'trawas', 'mojokerto', 'asyik', 'yg', 'air', 'terjun', 'jg', 'rekomend', 'keluarga', 'individu', 'jg', 'tarif', 'nya', 'jangkau', 'tdk', 'uras', 'kantong']"
